"","date","temp_avg","temp_min","temp_max","temp_observ","precip","wind","wt_fog","wt_heavy_fog","wt_thunder","wt_sleet","wt_hail","wt_glaze","wt_haze","wt_drift_snow","wt_high_wind","wt_mist","wt_drizzle","wt_rain","wt_freeze_rain","wt_snow","wt_ground_fog","wt_ice_fog","wt_freeze_drizzle","wt_unknown","casual","registered","total_cust","holiday"
"822","2013-04-01",10.4,3.21333333333333,14.58,5.61818181818182,0.844943820224718,4.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303,5065,6368,0
"823","2013-04-02",5.66666666666667,0.0533333333333332,14.7066666666667,2.1,0.0408602150537634,4.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,5164,5902,0
"824","2013-04-03",4.93333333333333,-2.46,10.2866666666667,0.190909090909091,0.00869565217391304,4.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,5297,6226,0
"825","2013-04-04",3.4,-3.94,10.0666666666667,-0.2,0.156989247311828,2.675,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,4925,5829,0
"826","2013-04-05",8.9,-0.186666666666667,12.8866666666667,4.78181818181818,7.98846153846153,3.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559,6030,7589,0
"827","2013-04-06",9.06666666666667,2.36666666666667,15.9266666666667,4.50909090909091,0.0408602150537634,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4099,5172,9271,0
"828","2013-04-07",10.9,3.22666666666667,15.8533333333333,7.07272727272727,0,4.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4428,5334,9762,0
"829","2013-04-08",18.3,7.10666666666667,22.5266666666667,12.1818181818182,0.00315789473684211,3.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,6517,8466,0
"830","2013-04-09",22.6666666666667,11.86,27.7466666666667,18.0909090909091,0,3.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138,7612,9750,0
"831","2013-04-10",24.5666666666667,15.16,30.7533333333333,20.8636363636364,0,3.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,7588,9553,0
"832","2013-04-11",23.5666666666667,13.5733333333333,30.7866666666667,17.0090909090909,0,3.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886,7205,9091,0
"833","2013-04-12",15.4333333333333,10.6133333333333,26.1466666666667,11.8727272727273,7.36521739130435,3.85,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,4824,5997,0
"834","2013-04-13",13.7666666666667,6.25333333333333,22.2133333333333,9.40909090909091,12.3967741935484,2.675,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5375,5892,11267,0
"835","2013-04-14",13.6333333333333,5.18,19.78,9.03636363636364,0.0188235294117647,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4370,5234,9604,0
"836","2013-04-15",14.8,9.26,18.2266666666667,12.1818181818182,0.462765957446808,3.275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289,5619,6908,0
"837","2013-04-16",16.5333333333333,11.7133333333333,19.2266666666667,13.5636363636364,0.0968421052631579,3.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,6728,8247,1
"838","2013-04-17",19.3666666666667,13.1866666666667,24.0333333333333,16.3090909090909,0.530927835051546,2.575,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1363,7114,8477,0
"839","2013-04-18",18.4,13.9066666666667,24.5666666666667,15.3,0.968181818181818,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,6494,7686,0
"840","2013-04-19",20.3,13.34,24.8933333333333,17.12,4.83225806451613,5.125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,5036,6118,0
"841","2013-04-20",12.6333333333333,7.59333333333333,21.16,8.04,23.9184466019418,5.4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3411,5382,8793,0
"842","2013-04-21",9,3.08,13.8866666666667,5.17,0.0177777777777778,3.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2510,4820,7330,0
"843","2013-04-22",8.4,1.52666666666667,12.5533333333333,4.96,0,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,779,5958,6737,0
"844","2013-04-23",10.7,4.97333333333333,14.5866666666667,8.17,0.00319148936170213,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946,6488,7434,0
"845","2013-04-24",14.2666666666667,5.84666666666667,19.12,10.2181818181818,0.00860215053763441,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306,7154,8460,0
"846","2013-04-25",14.5,6.92,22.44,8.72727272727273,0.295,4.025,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1350,6912,8262,0
"847","2013-04-26",13.1666666666667,5.17333333333333,19.0733333333333,9.39090909090909,0.00333333333333333,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1844,7152,8996,0
"848","2013-04-27",14.0333333333333,5.07142857142857,19.0857142857143,10.06,0,1.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4947,5873,10820,0
"849","2013-04-28",14.0666666666667,6.38571428571429,20.3571428571429,10.17,0.0373493975903614,3.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3335,4516,7851,0
"850","2013-04-29",13.9333333333333,9.97333333333333,17.78,11.8272727272727,4.0639175257732,3.575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,3809,4289,0
"851","2013-04-30",13.8333333333333,11.6333333333333,14.9733333333333,12.4090909090909,6.78510638297872,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,4755,5359,0
"852","2013-05-01",14.9,7.52666666666667,17.4466666666667,10.9,1.85625,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197,7410,8607,0
"853","2013-05-02",13.4,5.73333333333333,20.2666666666667,9.19090909090909,0.00947368421052631,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,7167,8490,0
"854","2013-05-03",13.8666666666667,6.92666666666666,19.3266666666667,10.9454545454545,0.0032258064516129,3.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774,6881,8655,0
"855","2013-05-04",13.1666666666667,7.36666666666667,19.0733333333333,10.4,0.0032258064516129,3.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3650,5822,9472,0
"856","2013-05-05",12,6.78666666666667,18.04,8.41818181818182,0,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2931,5055,7986,0
"857","2013-05-06",12.6333333333333,7.88,16.6333333333333,10.6636363636364,0.327368421052632,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,5440,6505,0
"858","2013-05-07",15.6,11.48,16.78,14.4818181818182,4.16666666666667,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,4075,4419,0
"859","2013-05-08",16.2666666666667,13.2933333333333,18.6733333333333,14.0454545454545,21.9075471698113,1.825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,5765,6586,0
"860","2013-05-09",16.2,11.4133333333333,21.7466666666667,13.3363636363636,4.45096153846154,1.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,6671,7793,0
"861","2013-05-10",20.1,11.8533333333333,25.5866666666667,15.4090909090909,2.23465346534654,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,6891,8870,0
"862","2013-05-11",20.1666666666667,15.3066666666667,27.0733333333333,17.9272727272727,13.3314814814815,2.55,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2099,4356,6455,0
"863","2013-05-12",16.6666666666667,11.5533333333333,22.6733333333333,13.8,9.89803921568628,5.175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3084,4926,8010,0
"864","2013-05-13",11.3666666666667,4.44,16.52,8.62727272727273,0.0170212765957447,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064,6317,7381,0
"865","2013-05-14",10.4333333333333,1.93333333333333,16.2466666666667,7.17272727272727,0.00319148936170213,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264,6797,8061,0
"866","2013-05-15",17.8666666666667,7.92666666666667,22.58,14.6,0.0397959183673469,3.475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321,7435,8756,0
"867","2013-05-16",24.1333333333333,14.7733333333333,28.8533333333333,20.7090909090909,0.1,3.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1522,7373,8895,0
"868","2013-05-17",22.7,14.44,27.66,18.6818181818182,0.0159090909090909,2.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544,7503,10047,0
"869","2013-05-18",18.5,15.04,24.7333333333333,16.7090909090909,0.141860465116279,3.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925,4408,6333,0
"870","2013-05-19",17.7333333333333,13.8466666666667,21.06,16.1818181818182,1.7436170212766,2.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2077,4597,6674,0
"871","2013-05-20",21.5666666666667,16.4333333333333,25.1866666666667,19.3909090909091,0.441758241758242,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624,6759,8383,0
"872","2013-05-21",23.1,18.5066666666667,27.8866666666667,20.6545454545455,0.115909090909091,2.825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1648,7394,9042,0
"873","2013-05-22",24.9,19.9,29.26,21.3545454545455,0.371264367816092,3.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401,7494,8895,0
"874","2013-05-23",23.3333333333333,18.5866666666667,28.7066666666667,20.4545454545455,4.45686274509804,3.775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,6763,8051,0
"875","2013-05-24",16.2,11.8866666666667,23.44,12.8272727272727,17.0921568627451,6.275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,5623,6627,0
"876","2013-05-25",12.4,6.49333333333333,17.0733333333333,9.25454545454546,0.513043478260869,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3621,4323,7944,0
"877","2013-05-26",15.6333333333333,8,20.0266666666667,12.1636363636364,0.00375,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5652,4236,9888,0
"878","2013-05-27",16.4,8.12666666666667,21.7466666666667,12.7181818181818,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4452,4514,8966,1
"879","2013-05-28",19.3,12.2066666666667,23.7733333333333,16.2090909090909,2.23789473684211,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587,5964,7551,0
"880","2013-05-29",24.0666666666667,16.6333333333333,29.52,21.3090909090909,6.40202020202021,3.275,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736,7539,9275,0
"881","2013-05-30",26.3666666666667,18.9733333333333,31.5533333333333,23.1818181818182,0.0532467532467532,2.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1366,7374,8740,0
"882","2013-05-31",26.0333333333333,18.6666666666667,31.9333333333333,22.7363636363636,0.162337662337662,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835,7267,9102,0
"883","2013-06-01",26.8333333333333,19.9266666666667,32.16,23.4909090909091,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3657,5800,9457,0
"884","2013-06-02",26.3333333333333,21.04,30.9733333333333,23.0909090909091,1.73255813953488,4.075,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2997,4667,7664,0
"885","2013-06-03",22.8333333333333,19.22,27.9533333333333,19.5727272727273,21.5182692307692,2.86666666666667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442,5951,7393,0
"886","2013-06-04",20.6,14.34,25.5133333333333,16.3090909090909,6.92912621359223,2.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852,8074,9926,0
"887","2013-06-05",19.9,12.0533333333333,24.82,17.0181818181818,0.00520833333333333,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1910,8076,9986,0
"888","2013-06-06",20.4,14.94,24.4066666666667,17.3181818181818,1.56276595744681,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,5631,6854,0
"889","2013-06-07",20.3,17.5133333333333,22.26,19.2545454545455,35.9182692307692,3.475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,2235,2477,0
"890","2013-06-08",21.7,18.0066666666667,23.5266666666667,19.3909090909091,23.98,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3572,6186,9758,0
"891","2013-06-09",22.8666666666667,17.12,26.5266666666667,19.7545454545455,0.338775510204082,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3433,5787,9220,0
"892","2013-06-10",23.2,19.12,26.68,20.7181818181818,22.914953271028,3.225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,3655,4368,0
"893","2013-06-11",23.4666666666667,18.8733333333333,27.14,20.7545454545455,29.7175925925926,3.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737,7456,9193,0
"894","2013-06-12",25.6666666666667,18.88,29.2933333333333,22.4909090909091,0.128,2.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585,7595,9180,0
"895","2013-06-13",25.1666666666667,20.39375,30.8625,21.8916666666667,2.59320388349515,4.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,6097,7259,0
"896","2013-06-14",21.2,15.7,28.3375,17.3666666666667,10.3440366972477,4.925,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2209,7574,9783,0
"897","2013-06-15",22.8,15.48125,26.3,20.1833333333333,0.237362637362637,2.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4201,6245,10446,0
"898","2013-06-16",23.2333333333333,17.19375,28.0875,20.225,0.0191011235955056,2.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3533,5177,8710,0
"899","2013-06-17",25.6666666666667,19.55,29.23125,22.0833333333333,0.527083333333333,2.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1729,6884,8613,0
"900","2013-06-18",23.2,19.475,28.175,21.2,2.37608695652174,1.775,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,6200,7140,0
"901","2013-06-19",21.0333333333333,17.2125,24.20625,18.8416666666667,12.7169811320755,2.45,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802,8237,10039,0
"902","2013-06-20",21.5,15.9,25.11875,19.575,0.0255555555555556,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1795,8352,10147,0
"903","2013-06-21",22,13.95,26.7375,18.4333333333333,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2367,7952,10319,0
"904","2013-06-22",23.6,15.9,28.4,20.1833333333333,0,2.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4401,6398,10799,0
"905","2013-06-23",24.3,18.9875,29.3375,22.1333333333333,0.759090909090909,1.725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2404,4771,7175,0
"906","2013-06-24",26.3333333333333,20.775,30.06875,23.3333333333333,6.93917525773196,2.075,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470,6572,8042,0
"907","2013-06-25",26.6333333333333,19.9533333333333,32.3533333333333,23.0909090909091,2.02765957446809,2.575,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559,7411,8970,0
"908","2013-06-26",26.3666666666667,19.91875,32.41875,23,2.75154639175258,2.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,7080,8392,0
"909","2013-06-27",23.8666666666667,20.20625,30.35,21.3,4.21414141414142,3.05,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,7317,8619,0
"910","2013-06-28",24.9333333333333,20.5666666666667,29.1933333333333,22.4818181818182,5.72291666666667,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,5187,6247,0
"911","2013-06-29",24.6666666666667,18.95,30.325,21.85,19.5484536082474,2.45,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3973,6530,10503,0
"912","2013-06-30",25.7666666666667,20.75625,30.04375,23.4083333333333,1.58888888888889,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2405,4682,7087,0
"913","2013-07-01",25.1333333333333,21.63125,28.6375,22.7833333333333,7.861,3.525,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372,6470,7842,0
"914","2013-07-02",25.3,21.9266666666667,27.9266666666667,23.4818181818182,4.04693877551021,4.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284,6537,7821,0
"915","2013-07-03",24.9333333333333,21.74,28.1866666666667,22.7416666666667,7.01702127659575,3.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603,6122,7725,0
"916","2013-07-04",26.6333333333333,22.325,30.14375,24.3083333333333,10.054945054945,3.825,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5222,5520,10742,1
"917","2013-07-05",27.4666666666667,22.70625,31.31875,24.8,0.0162790697674419,3.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4785,5772,10557,0
"918","2013-07-06",28.5,23.15,32.0875,25.8333333333333,0,3.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4295,4607,8902,0
"919","2013-07-07",27.9,22.4625,32.80625,24.5416666666667,0.571084337349398,3.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2490,4381,6871,0
"920","2013-07-08",24.9333333333333,21.175,31.31875,22.7166666666667,3.8960396039604,2.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,6747,8070,0
"921","2013-07-09",25.9333333333333,21.66875,29.61875,23.2,0.729787234042553,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1197,7568,8765,0
"922","2013-07-10",27.1,22.62,29.9866666666667,24.4636363636364,0.738709677419355,3.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116,6997,8113,0
"923","2013-07-11",25.6333333333333,22.325,30.5333333333333,23.4166666666667,5.16274509803922,2.625,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385,7485,8870,0
"924","2013-07-12",22.3666666666667,19.19375,27.25,19.4333333333333,31.1,3.725,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,4719,5725,0
"925","2013-07-13",24.1,19.75625,25.9,21.95,7.3639175257732,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3223,6055,9278,0
"926","2013-07-14",26.5666666666667,21.775,30.1125,24.3,3.21397849462366,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2797,5593,8390,0
"927","2013-07-15",28.3,21.7375,32.64375,25.3583333333333,0.0120879120879121,1.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,6690,8033,0
"928","2013-07-16",30.2333333333333,23.99375,33.64375,26.4416666666667,0.00326086956521739,2.45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1304,7098,8402,0
"929","2013-07-17",29.7333333333333,23.75625,34.0625,26.1454545454545,0,1.65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1341,7292,8633,0
"930","2013-07-18",29.9,23.925,34.58125,26.7545454545455,0.313333333333333,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,6704,7825,0
"931","2013-07-19",30.3333333333333,24.64375,34.75625,26.6909090909091,0.753260869565217,2.825,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1512,6466,7978,0
"932","2013-07-20",28.7333333333333,24.3125,34.29375,25.1545454545455,2.13103448275862,3.375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3129,5494,8623,0
"933","2013-07-21",27.7666666666667,22.51875,32.76875,24.7909090909091,3.03636363636364,1.85,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3132,5332,8464,0
"934","2013-07-22",26.5333333333333,22.025,32.04375,23.7,3.05957446808511,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1578,7100,8678,0
"935","2013-07-23",26.7,22.08125,30.80625,23.2416666666667,7.60408163265306,2.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1513,7721,9234,0
"936","2013-07-24",25.9,21.075,29.65,22.8083333333333,0.024468085106383,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,8053,9760,0
"937","2013-07-25",22.4333333333333,16.94375,27.4625,18.3916666666667,0,3.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1908,8197,10105,0
"938","2013-07-26",23.1,16.45625,26.8375,19.175,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243,8019,10262,0
"939","2013-07-27",23.6666666666667,18.3,28.3666666666667,20.7636363636364,1.09277108433735,2.975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3173,5210,8383,0
"940","2013-07-28",24.3,20.3666666666667,28.8533333333333,21.6090909090909,9.34395604395604,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2862,5276,8138,0
"941","2013-07-29",23.4333333333333,17.4066666666667,28.0333333333333,19.3083333333333,2.40978260869565,2.95,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1915,7328,9243,0
"942","2013-07-30",23.0333333333333,15.8,27.575,18.5166666666667,0.00365853658536585,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955,7923,9878,0
"943","2013-07-31",23.0666666666667,17.6125,27.2125,19.8583333333333,0.135443037974684,2.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1468,7234,8702,0
"944","2013-08-01",23.1666666666667,18.8375,27.21875,20.9416666666667,9.17788461538461,2.325,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,6577,7755,0
"945","2013-08-02",24.7666666666667,18.6875,28.5875,21.0333333333333,4.53789473684211,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2358,7456,9814,0
"946","2013-08-03",23.1666666666667,18.91875,27.95625,19.8666666666667,0.516279069767442,1.725,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3315,5135,8450,0
"947","2013-08-04",22.7,17.4375,26.525,19.1166666666667,2.32247191011236,3.825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4317,6080,10397,0
"948","2013-08-05",21.5,14.01875,26.66875,17.2166666666667,0.0036144578313253,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2344,7709,10053,0
"949","2013-08-06",21.4,17.22,25.0333333333333,19.4272727272727,1.60444444444444,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547,6835,8382,0
"950","2013-08-07",23.4666666666667,19.475,25.125,20.9333333333333,1.87032967032967,3.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1931,7788,9719,0
"951","2013-08-08",25.8,21.0125,28.925,23.2,3,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538,7330,8868,0
"952","2013-08-09",27.6,23.36875,30.03125,24.775,2.90752688172043,3.625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152,7309,9461,0
"953","2013-08-10",26.6,22.4714285714286,30.7928571428571,23.4727272727273,5.09885057471264,1.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4129,5918,10047,0
"954","2013-08-11",24.9,20.4357142857143,28.4857142857143,22.33,0.242045454545455,2.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3875,5610,9485,0
"955","2013-08-12",26.2333333333333,20.3733333333333,29.58,22.4181818181818,0.0188235294117647,1.525,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2154,7327,9481,0
"956","2013-08-13",26.1666666666667,21.3733333333333,30.4066666666667,23.1272727272727,2.78842105263158,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,6713,8303,0
"957","2013-08-14",21.4666666666667,14.8533333333333,27.18,16.6727272727273,8.61111111111111,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,8394,10391,0
"958","2013-08-15",19.9666666666667,12.6466666666667,24.4066666666667,15.6545454545455,0.336170212765957,2.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2191,8438,10629,0
"959","2013-08-16",20.1333333333333,12.8933333333333,25.4266666666667,16.6272727272727,0,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2794,7969,10763,0
"960","2013-08-17",20.6,13.4866666666667,25.6666666666667,16.6363636363636,0,2.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4739,6303,11042,0
"961","2013-08-18",21.3666666666667,16.1875,24.41875,18.3416666666667,2.49583333333333,2.225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1749,4004,5753,0
"962","2013-08-19",20.3666666666667,15.94375,22.84375,18.1416666666667,1.52371134020618,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847,7121,8968,0
"963","2013-08-20",23.8333333333333,16.85,26.18125,20.0083333333333,0.0308510638297872,1.525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725,7854,9579,0
"964","2013-08-21",25.6,19.1,30.225,22,0.0968085106382979,2.575,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1647,7493,9140,0
"965","2013-08-22",26.1,20.8,30.975,22.2666666666667,2.2375,2.575,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1862,7681,9543,0
"966","2013-08-23",23.7666666666667,18.85,28.3375,21.1166666666667,0.476595744680851,2.325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,6467,7625,0
"967","2013-08-24",21.5,15.625,25.85625,17.4666666666667,2.42448979591837,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3782,7062,10844,0
"968","2013-08-25",21.9,14.75,27.14375,17.725,0.00561797752808989,2.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3327,6154,9481,0
